url,thumb,fb_shares,comments,ts
/news/wavegarden-announces-bristol-location-right-before-the-founders-cup/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-05-01-at-4.55.31-PM.png,0,6,1525230233.190672
/news/the-misadventures-and-successes-of-a-surf-trip-with-tyler-allen/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-05-01-at-11.11.36-AM.png,116,6,1525230233.190672
/news/in-what-many-see-as-kauais-fight-for-survival-dustin-barcas-leading-a-charge/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-DSCF1148.jpg,299,8,1525230233.190672
/news/olympic-fever-turns-tati-weston-webb-into-a-brazilian-nationalist/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-30-at-11.26.23-AM.png,828,48,1525230233.190672
/news/we-got-our-grubby-hands-on-the-surf-ranchs-development-plans/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-surf-ranch-.png,322,53,1525230233.190672
/news/ian-walsh-dominates-big-wave-awards/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-29-at-11.51.09-AM.png,0,23,1525230233.190672
/news/id-rather-surf-with-sharks-than-be-on-land-tempted-by-the-devil/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-image1-1.JPG,801,24,1525230233.190672
/news/extreme-australianism-man-wrestles-shark-to-death-to-save-his-own-skin-matthew-lee-lennox-head/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-matt-lee-shark.png,246,18,1525230233.190672
/news/theres-nowhere-to-hide-now-mick-fanning/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Mick-CoreyW.jpg,335,13,1525230233.190672
/news/youll-love-italo-ferreiras-new-tattoo-as-much-as-we-do-promise/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-unnamed13.jpg,713,37,1525230233.190672
/news/the-quiksilver-billabong-merger-is-getting-messy-already/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-quicksilver4.jpg,175,0,1525230233.190672
/news/extortion-terrorism-pirates-and-200-dollar-drama-during-the-kauai-floods/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-24-at-4.34.38-PM.png,0,0,1525230233.190672
/news/no-matter-how-good-it-is-it-doesnt-bring-my-brother-back-the-andy-irons-documentary-review/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Steve-Sherman-Andy-Portrait.jpg,1545,0,1525230233.190672
/news/meet-the-man-changing-street-kids-lives-surfing/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-image3-2.jpeg,593,0,1525230233.190672
/news/just-another-shark-incident-in-gracetown-wa/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Chris-Gurney-Shark.jpg,458,0,1525230233.190672
/news/body-found-near-uluwatu-believed-to-be-australian-surfer-and-musician/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-4B76D02600000578-5647877-image-a-91-1524496445948.jpg,1465,0,1525230233.190672
/news/shark-attack-survivor-takes-on-a-bear-and-rattlesnake-too/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Dyl-williams.jpeg,673,0,1525230233.190672
/news/review-sally-fitzgibbons-go-sally-surfing/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-IMG-0859.jpg,131,0,1525230233.190672
/news/momentum-generation-premieres-today-at-tribeca-film-festival/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-21-at-12.15.16-PM.png,1605,0,1525230233.190672
/news/are-you-a-believer/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Hawaii-Kauai-rain-flooding.jpg,84,0,1525230233.190672
/news/wavegarden-announces-bristol-location-right-before-the-founders-cup/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-05-01-at-4.55.31-PM.png,0,6,1525230238.4268138
/news/the-misadventures-and-successes-of-a-surf-trip-with-tyler-allen/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-05-01-at-11.11.36-AM.png,116,6,1525230238.4268138
/news/in-what-many-see-as-kauais-fight-for-survival-dustin-barcas-leading-a-charge/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-DSCF1148.jpg,299,8,1525230238.4268138
/news/olympic-fever-turns-tati-weston-webb-into-a-brazilian-nationalist/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-30-at-11.26.23-AM.png,828,48,1525230238.4268138
/news/we-got-our-grubby-hands-on-the-surf-ranchs-development-plans/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-surf-ranch-.png,322,53,1525230238.4268138
/news/ian-walsh-dominates-big-wave-awards/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-29-at-11.51.09-AM.png,0,23,1525230238.4268138
/news/id-rather-surf-with-sharks-than-be-on-land-tempted-by-the-devil/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-image1-1.JPG,801,24,1525230238.4268138
/news/extreme-australianism-man-wrestles-shark-to-death-to-save-his-own-skin-matthew-lee-lennox-head/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-matt-lee-shark.png,246,18,1525230238.4268138
/news/theres-nowhere-to-hide-now-mick-fanning/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Mick-CoreyW.jpg,335,13,1525230238.4268138
/news/youll-love-italo-ferreiras-new-tattoo-as-much-as-we-do-promise/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-unnamed13.jpg,713,37,1525230238.4268138
/news/the-quiksilver-billabong-merger-is-getting-messy-already/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-quicksilver4.jpg,175,0,1525230238.4268138
/news/extortion-terrorism-pirates-and-200-dollar-drama-during-the-kauai-floods/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-24-at-4.34.38-PM.png,0,0,1525230238.4268138
/news/no-matter-how-good-it-is-it-doesnt-bring-my-brother-back-the-andy-irons-documentary-review/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Steve-Sherman-Andy-Portrait.jpg,1545,0,1525230238.4268138
/news/meet-the-man-changing-street-kids-lives-surfing/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-image3-2.jpeg,593,0,1525230238.4268138
/news/just-another-shark-incident-in-gracetown-wa/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Chris-Gurney-Shark.jpg,458,0,1525230238.4268138
/news/body-found-near-uluwatu-believed-to-be-australian-surfer-and-musician/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-4B76D02600000578-5647877-image-a-91-1524496445948.jpg,1465,0,1525230238.4268138
/news/shark-attack-survivor-takes-on-a-bear-and-rattlesnake-too/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Dyl-williams.jpeg,673,0,1525230238.4268138
/news/review-sally-fitzgibbons-go-sally-surfing/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-IMG-0859.jpg,131,0,1525230238.4268138
/news/momentum-generation-premieres-today-at-tribeca-film-festival/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-21-at-12.15.16-PM.png,1605,0,1525230238.4268138
/news/are-you-a-believer/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Hawaii-Kauai-rain-flooding.jpg,84,0,1525230238.4268138
/news/stabmz-falsely-going-down-on-cardi-b-results-in-5-million-lawsuit/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-1025-cardi-b-album-cover-3.jpg,271,73,1525230243.583874
/news/kelly-slaters-nuanced-take-on-the-west-oz-shark-issue/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-19-at-2.37.19-PM.png,481,128,1525230243.583874
/news/poll-are-you-willing-to-die-for-love/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-19-at-12.47.36-PM.png,118,32,1525230243.583874
/news/mason-ho-and-mick-fanning-are-surfings-new-batman-and-robin/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-16-Alaska-01.jpg,1375,55,1525230243.583874
/news/whats-the-big-deal-surfers-react-to-the-margies-pro-cancellation/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-18-at-3.59.52-pm.png,572,210,1525230243.583874
/news/sharks-cause-the-cancellation-of-the-margaret-river-pro/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Margies-DUnbar.jpg,813,221,1525230243.583874
/news/the-ct-surfers-guide-to-surviving-a-shark-attack/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-KFC.jpg,114,24,1525230243.583874
/news/wsl-and-surfers-to-meet-at-8am-to-decide-margaret-river-pros-fate/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-17-at-11.12.46-AM.png,24,66,1525230243.583874
/news/once-on-of-hawaiis-brightest-youths-chas-chidester-is-dead-at/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-16-at-7.31.27-PM.png,965,31,1525230243.583874
/news/medina-and-italo-we-dont-want-to-surf-here/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-16-at-5.43.49-PM.png,1142,149,1525230243.583874
/news/what-should-the-wsl-do-about-their-shark-problem/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-16-at-4.20.23-PM.png,456,52,1525230249.027782
/news/watch-did-john-john-share-this-wave-with-a-shark/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-16-at-2.31.17-PM.png,966,36,1525230249.027782
/news/twice-in-one-day-second-shark-attack-in-western-australia/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Peter-Jovic-shark.png,1714,46,1525230249.027782
/news/breaking-shark-attack-in-western-australia-margaret-river-pro-on-hold/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-16-at-11.23.38-am.png,541,17,1525230249.027782
/news/kauai-is-flooding-and/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-bison-on-sandbar-credit-Chelsea-Ornellas-Fernandez.jpg,0,15,1525230249.027782
/news/not-being-on-tour-is-the-key-to-winning-heats/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Walsh-WSL-Dunbar-.jpg,59,16,1525230249.027782
/news/mikey-wright-and-jesse-mendes-are-fine-but-the-internet-isnt/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-15-at-1.30.38-pm.png,346,74,1525230249.027782
/news/small-north-points-juice-aint-worth-the-squeeze/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-14-at-12.14.26-AM.png,88,27,1525230249.027782
/news/three-pools-50-people-a-day-on-site-camping-and-room-for-8000-fans/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-SetRatioSizeWyI2MzUiLCI4OTYiXQ-IMG-1558.jpg,248,10,1525230249.027782
/news/as-the-clock-struck-midnight-north-point-turned-ablaze/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-13-at-3.39.06-AM.png,138,52,1525230249.027782
/news/what-countrys-surfers-are-the-worst-to-share-a-lineup-letter-from-the-editor/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-12-at-10.29.02-AM.png,434,92,1525230254.193516
/news/jack-robinson-will-surf-a-north-point-death-heat-to-earn-a-spot-in-the-main-event/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-12-at-9.47.46-AM.png,309,17,1525230254.193516
/news/barely-breaking-kelly-slater-made-his-wavepool-worse/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-11-at-10.54.52-PM.png,166,58,1525230254.193516
/news/would-you-rather-north-point-main-break-or-the-box/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Adam-Melling-WSL.jpg,184,43,1525230254.193516
/news/the-surf-world-mourns-a-fallen-brother/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-11-at-10.29.28-AM.png,392,5,1525230254.193516
/news/kael-walsh-margaret-river-trial-winner/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-DRIFTWOODPHOTOGRAPHY-10918.jpg,170,37,1525230254.193516
/news/dean-dingo-morrison-will-get-you-the-wave-of-your-life/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-11-at-12.49.42-PM.png,57,20,1525230254.193516
/news/foils-sups-beware-seabreachers-rule-the-lineup-now/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-11-at-10.00.04-AM.png,102,15,1525230254.193516
/news/jeremy-flores-pulls-out-still-has-a-baby/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-10-at-3.57.07-PM.png,238,51,1525230254.193516
/news/longboarder-ruins-perfectly-good-air-reverse/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-10-at-10.07.48-AM.png,270,16,1525230254.193516
/news/bourezs-beefcake-hams-will-overpower-his-spaghetti-legged-opponents/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-10-at-8.53.32-AM.png,154,22,1525230259.370532
/news/say-no-to-nukes-at-san-o/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-just-say-no-to-nukes-2048x2048-1.jpg,55,30,1525230259.370532
/news/wsl-announces-atlantic-heavy-big-wave-awards-nominees/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-a1d917501841aa1ebcecaa420db705ef.jpg,0,1,1525230259.370532
/news/kauais-king-of-the-tree-is-not-your-typical-surf-event/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-08-at-11.06.50-AM.png,0,4,1525230259.370532
/news/why-i-gave-up-surfing-matt-warshaw-on-family-work-and-surf-frustration/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Warshaw-Burkard.jpg,165,54,1525230259.370532
/news/fair-game-why-zeke-lau-did-what-it-takes-to-win/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Jake-and-Zeke.jpg,268,77,1525230259.370532
/news/ian-walshs-big-week-after-a-bigger-year/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-07-at-1.14.50-PM.jpg,0,1,1525230259.370532
/news/mick-fanning-predicts-his-life-in-2019/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-AP-1UVU6MDJD2111-hires-jpeg-24bit-rgb.jpg,470,32,1525230259.370532
/news/the-clubs-are-comin-to-town/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-boardriders.jpg,0,3,1525230259.370532
/news/fantasy-alert-mikey-wright-to-surf-margies/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-06-at-11.47.38-AM.png,433,7,1525230259.370532
/news/ferreira-and-gilmore-bring-home-bells/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Cestari-Mick-and-italo.jpg,265,170,1525230264.5246122
/news/mick-fanning-just-surfed-his-last-heat-on-tour/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-WSL-Cestari-mick-chair.jpg,399,26,1525230264.5246122
/news/why-is-owen-wright-sleeping-in-his-car-the-night-before-the-finals/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-04-at-8.46.53-AM.png,572,16,1525230264.5246122
/news/gossip-girl-camera-roll-cock-ups-sticker-switches-and-the-grom-who-turned-down-mark-zuckerbergs-81-million-offer/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Sherman-WSL-Griff.jpg,220,34,1525230264.5246122
/news/did-zeke-go-too-far/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-03-at-3.18.31-PM.png,656,192,1525230264.5246122
/news/micks-on-an-inexorable-path-to-victory/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Mick-WSL-Sloane.jpg,233,21,1525230264.5246122
/news/how-to-beat-john-john-florence/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-02-at-6.23.16-PM.png,843,209,1525230264.5246122
/news/shaken-to-the-core-what-a-quikbong-future-looks-like/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-quikbong-main.jpg,394,25,1525230264.5246122
/news/man-found-floating-at-sunset-beach-dies/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-04-02-at-9.40.00-AM.png,0,2,1525230264.5246122
/news/bells-day-4-mick-slides-through-and-jules-gives-up-the-yellow-jersey/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Owen-WSL-Sloane.jpg,243,29,1525230264.5246122
/news/bells-day-3-jordy-flys-and-the-top-5-stumble/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Jordy-Cestari.jpg,38,7,1525230269.6902819
/news/andy-irons-documentary-finally-has-a-release-date/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-03-31-at-4.56.42-PM.png,41,12,1525230269.6902819
/news/bells-day-2-kelly-hopes-mick-comes-second-slater/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Fanning-cestari.jpg,266,17,1525230269.6902819
/news/big-wave-breath-hold-training-is-for-most-downright-dangerous/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-03-29-at-4.30.59-PM.png,379,5,1525230269.6902819
/news/bells-day-1-mick-stays-alive/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-03-30-at-2.43.31-AM.png,80,28,1525230269.6902819
/news/here-are-the-highlights-of-kellys-heartfelt-retirement-speech-for-mick-fanning/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-DX24524.jpg,1161,15,1525230269.6902819
/news/gallery-mick-fannings-glorious-retirement-bash/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-03-29-at-11.03.54-PM.png,1204,15,1525230269.6902819
/news/you-gotta-serve-somebody/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-IMG-3111.jpg,0,6,1525230269.6902819
/news/jeff-clark-and-co-owe-33k-for-mavs-contest/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-03-28-at-3.27.04-PM.png,157,1,1525230269.6902819
/news/the-air-show-is-something-we-should-feel-obligated-to-do/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-03-28-at-11.31.58-AM.png,87,25,1525230269.6902819
/news/mick-fannings-sharing-his-black-sticker/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Mick-Fanning-.jpg,247,26,1525230275.282318
/news/kelly-slater-and-joel-tudor-bicker-like-grown-children/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-03-22-at-7.31.26-PM.png,365,43,1525230275.282318
/news/tanner-gudangs-instagram-is-the-best-thing-weve-seen-on-the-internet-today/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-03-27-at-3.00.05-PM.png,268,38,1525230275.282318
/news/stay-woke-bells-is-a-good-air-wave/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-03-27-at-1.34.39-PM.png,92,12,1525230275.282318
/news/the-worlds-highest-paid-surfer-has-a-new-sticker-john-florence/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-john.jpg,390,37,1525230275.282318
/news/we-just-picked-the-best-bells-fantasy-team/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-03-23-at-4.45.17-PM.png,180,16,1525230275.282318
/news/kelly-slaters-nuanced-take-on-the-gun-debate/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-f6bb865dd8dd0d5e2b24b355f890edf1.jpg,371,58,1525230275.282318
/news/mick-will-be-in-the-quarters-at-worst/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-03-23-at-2.37.34-PM.png,188,23,1525230275.282318
/news/judging-the-judges/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-03-21-at-1.45.02-PM.png,149,59,1525230275.282318
/news/bells-slater-officially-out-february-in/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-03-20-at-1.43.14-PM.png,261,28,1525230275.282318
/news/music-legends-surfers-and-students-take-on-gun-control/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-29133452-10213987885204755-4761518141477500685-n.jpg,1174,62,1525230280.442573
/news/will-kelly-slater-miss-half-of-the-2018-wsl-season/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Kelly-Cestari.jpg,272,50,1525230280.442573
/news/rorys-rumblings-the-most-demoralizing-session-of-my-life/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-03-19-at-11.52.08-AM.png,515,38,1525230280.442573
/news/sorry-griff-besch-did-it-better/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-03-17-at-5.37.21-PM.png,0,17,1525230280.442573
/news/is-what-youths-future-in-doubt/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-issue1-launch-photo-1000x560.jpg,50,20,1525230280.442573
/news/interview-griffin-colapinto-outperformed-the-hype-at-his-first-ct-event/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-03-16-at-4.31.01-PM.png,311,33,1525230280.442573
/news/new-math-should-kelly-have-won-a-12th-world-title/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-03-15-at-9.13.26-PM.png,427,43,1525230280.442573
/news/joel-parkison-re-signs-with-the-bong-for-six-years/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Parko-Froggies-.jpg,1541,35,1525230280.442573
/news/rorys-rumblings-mad-dogs-and-englishmen/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-03-16-at-8.19.07-AM.png,213,34,1525230280.442573
/news/julian-wilson-wins-the-quik-pro-gold-coast-2018/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-03-15-at-4.09.43-PM.png,933,35,1525230280.442573
/news/kieran-perrow-has-the-worst-job-in-surfing/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-03-15-at-1.02.30-PM.png,855,44,1525230285.619057
/news/massive-shark-caught-on-drum-line-the-day-before-quik-pro/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-79a0a9a1420b4432c41b57d646d343d5.jpg,0,44,1525230285.619057
/news/introducing-the-air-show-dream-tour-dane-reynolds-noa-deane-filipe-toledo-and-chippa-wilson/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Dane-Bosko.jpg,819,27,1525230285.619057
/news/gabriel-medina-rushed-the-judges-tower-today/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-03-14-at-7.10.30-PM.png,468,84,1525230285.619057
/news/the-quiksilver-pro-prepares-for-kirra/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Kelly-Kirra-.jpg,1098,52,1525230285.619057
/news/joel-tudor-on-hydrofoils-if-you-aint-kai-laird-or-john-john-f-off/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-03-13-at-10.49.50-AM.png,673,50,1525230285.619057
/news/triple-mike-madness-at-the-quik-pro/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-February-DX22695-QuikRoxyGC18-Sloane.jpg,93,30,1525230285.619057
/news/john-john-florences-unfortunate-and-rather-funny-snapper-rock-slip/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-03-13-at-10.58.24-AM.png,652,16,1525230285.619057
/news/mikey-wright-just-beat-john-john-florence/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-JJF-WSL.jpg,565,36,1525230285.619057
/news/you-can-officially-ride-kelly-slaters-wavepool-for-10000/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-03-12-at-3.19.44-PM.png,0,7,1525230285.619057
/news/telephoto-zoom-discouraged-on-wsl-competitors-in-bikinis/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-alana-bottom-turn.jpg,3593,172,1525230290.8025742
/news/the-women-dismantled-snapper-today/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Keely-ANdrew-Sloane-.jpg,180,24,1525230290.8025742
/news/kelly-slater-officially-pulls-out-of-snapper/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-Screen-Shot-2018-03-12-at-9.07.35-AM.png,426,19,1525230290.8025742
/news/superstorm-riley-days-6-and-7-when-our-luck-ran-out/,/assets/post-hero-banners/_resampled/FillWyI2MDAiLCIzNTAiXQ-IMG-3163.JPG,167,4,1525230290.8025742
